transaction_id,customer_id,product,category,price,quantity,transaction_date
ff3f6f91-f42f-46d9-b65d-3bab238b9e6b,1e335105-9564-4a71-802a-d0a29a108da1,Headphones,Electronics,1458.99,3,2025-01-05
5ac5db6a-7ab0-4259-b1af-22cdcf492280,17236fff-0967-4d9c-b248-6bd8bcd847d3,Office Chair,Furniture,797.88,5,2025-01-10
ae20c955-550b-4189-9316-af3692aa1b21,ca84c9e6-7135-42e8-ab69-da7861dc2483,Office Chair,Furniture,1187.93,2,2025-01-04
dda198ad-d8c8-4a9d-91ad-e59df18ff1d3,4dc19a53-f09b-463d-be37-1c4fa0ed90b9,Office Chair,Furniture,865.86,3,2024-12-22
4e2ca512-8ac6-4e87-b8ac-3a0bdd45d851,df2aa52d-0094-4e93-8dc2-ac1da61af387,Smartphone,Electronics,388.21,2,2025-01-12
b5f1a6a3-0718-4454-9bc8-c267848a793c,5f9b4ff9-c11f-4de3-b1c7-e63174d2168d,Coffee Maker,Home Appliances,731.8,4,2024-12-23
ec4f3548-f0b8-4f87-bead-7294c9a5abd5,2ff736d3-0510-4a62-8a3c-8e64665507a2,Smartphone,Electronics,941.93,1,2025-01-07
6fb813cf-82dc-4264-8991-6fe3e983958e,14e0227f-fd6b-4aa4-9a08-5a4baa2b12de,Blender,Home Appliances,961.73,1,2024-12-16
b11a5129-bebe-4a75-b809-8709f05e2eb3,cbb45d89-fa6c-4278-9f14-1b32e5dbb2f5,Blender,Home Appliances,1492.95,5,2025-01-08
abb6d913-f3bb-4879-a043-fb4eac88357e,42929f14-cf78-43da-8419-355f830e2134,Sneakers,Footwear,1095.91,1,2025-01-04
b0a4c117-8021-4842-9389-13a371fddfcf,3b9e0c9b-7f5c-4542-9f57-0bc4257fdcfc,Office Chair,Furniture,713.7,4,2024-12-20
81a655fa-5d22-4392-a2a1-7aad5fd4f06a,90c61282-5eb9-46fc-9509-cd3b112d16db,Office Chair,Furniture,876.46,5,2024-12-25
1cbe1a99-4e92-4371-ac10-b8f4250795b8,a94e1f60-8bb9-4fa3-80ed-50ed469de29d,Office Chair,Furniture,1345.09,5,2024-12-18
0fe51a49-9de4-4dc1-8151-76a27acbd100,120a3d1d-285e-4c43-850d-66b436408ae7,Sneakers,Footwear,767.04,2,2024-12-16
83048b04-ef06-4fac-ad02-dff4e30ec3a7,bf256c5a-0e36-42ff-8427-fcedaeb646ec,Sneakers,Footwear,774.75,1,2025-01-08
539adeed-47e9-4a4d-8583-d88db09185a3,36f8c39d-5056-4fc7-8b8b-d875cd105593,Laptop,Electronics,524.83,4,2025-01-01
12e5e53b-fa95-4135-b854-444719e5da8e,acc0132b-b95a-4cfa-8aca-06d8fe878fb0,Office Chair,Furniture,390.06,4,2024-12-31
751a9291-c589-43f7-9a6f-cc7a4e3e36eb,c2f07fe4-e35a-45a9-9c07-f3f13466aea7,Smartphone,Electronics,796.02,1,2024-12-31
36911b75-5641-4d09-a746-ea8fdb29a904,0affba5b-693f-48d2-8309-183d56782326,Office Chair,Furniture,300.03,1,2025-01-04
8627b1e0-d8a7-48ad-953b-d849d02bb5e0,219526eb-16f7-4e11-9c8f-80295b38676e,Sneakers,Footwear,271.95,4,2024-12-29
1a7b9569-4ee2-4d8a-b7df-1b076352e784,625d9207-3e9c-463a-8a9f-44476ca6229d,Blender,Home Appliances,1046.09,2,2024-12-31
4e3f8ada-94e1-4ebd-a92c-ea390e4821b9,0889135f-1b95-4067-817b-5b4a3331aaf3,Laptop,Electronics,646.87,3,2024-12-24
2328d7f5-4e3d-4894-a4a8-01bad447695d,56ea9efc-80b6-4d62-ab58-904084341ac9,Coffee Maker,Home Appliances,777.65,3,2025-01-08
01637309-a44e-408d-b5f5-3a1a2348a018,2cb8df6e-e6c7-4f3e-b838-a53d9c7c411d,Coffee Maker,Home Appliances,426.09,5,2024-12-22
8026c84b-8b90-4762-92c9-13c035abe743,39ff881f-226b-4751-b78d-7d22de16074e,Laptop,Electronics,508.72,1,2024-12-30
59d81ee8-21bc-4be8-872a-9b20ade16cf6,002822f3-cfee-4ded-ae4e-895cfebb4358,Blender,Home Appliances,247.87,5,2024-12-20
ca04a604-ebfb-484a-b315-c4af8a1a2452,0fda0be0-0b29-4227-b7e6-a4e235469966,Coffee Maker,Home Appliances,758.67,5,2024-12-16
97076bd8-c1eb-45fe-b773-a351c7c64301,15d174b4-d761-4e14-8d3c-f0e31430b6af,Laptop,Electronics,963.57,1,2024-12-14
f4ff425d-66e6-43c5-80cb-f057a8bb2152,64a06495-824b-48bb-896d-eec0229da848,Blender,Home Appliances,1023.25,2,2025-01-10
17d06850-5404-406a-8c52-f2598afb1032,c78f548a-5d41-4a33-85f6-3a7ee963f133,Sneakers,Footwear,432.42,1,2024-12-31
484cab56-d8ae-4ed8-a299-ecf59678faf4,230c7627-2074-450b-b5bf-41e1a34b2d8b,Coffee Maker,Home Appliances,667.92,3,2025-01-02
e8b0a060-b2e9-4a00-b16c-f11f613c58ce,285675a8-7fc8-4a84-8ab7-48fa8106edf3,Office Chair,Furniture,246.28,1,2024-12-16
101f436a-8b98-4c89-87dc-eb533adaa6dc,46848958-0f61-42b2-8941-82dd2ceace9f,Laptop,Electronics,865.29,5,2025-01-05
b5fa1d46-fa88-4c6b-821a-961fba84d8eb,84c8feea-1a75-491b-a463-f5a789ba0cd4,Blender,Home Appliances,984.23,4,2024-12-15
4dc396c9-4447-436a-abe3-41164d7c097a,7fcbf348-973e-4f7e-a67f-fd443a06ac4e,Coffee Maker,Home Appliances,340.88,1,2024-12-27
4cd91ae9-1dbc-4d02-9805-6e936bb61f58,2886f2ad-c2c8-4894-a93f-33c3c07cf4cc,Office Chair,Furniture,181.39,4,2024-12-16
388c6ba3-5b4d-449d-b860-3cff0c85c016,d9beaa1a-97fc-4b07-9b73-011630c7f82a,Smartphone,Electronics,898.53,2,2024-12-25
e78ab8de-9ef3-4bdd-90a0-0e0f93d126cb,56e0a2fa-6b0b-4a80-aa81-22d4e10539b7,Office Chair,Furniture,1119.59,3,2024-12-19
ea4b0dbb-0e56-4ddf-ad8b-da5c2dd1ff2f,4bd73b76-2e51-4e20-966a-aacd6d945a60,Laptop,Electronics,759.53,1,2024-12-14
eb4a508b-aa8f-4d48-9c6a-7ade8a78e94d,f026f2e0-59f3-4d10-96bb-4f40df76eade,Coffee Maker,Home Appliances,814.46,3,2025-01-02
780dda9d-bc09-4b6b-99df-2a01c50e62ed,4ca05dff-ed8d-4e85-a6fe-3b256490a579,Laptop,Electronics,940.19,2,2024-12-22
c44b86f6-e4ed-49d9-a1c4-eaaa15328594,d9ac52f1-6e23-47db-a518-c6e1197b0df7,Headphones,Electronics,448.67,2,2025-01-07
87edf6b3-613a-46ec-8902-8c4b4e0f2cad,62323d6b-42ce-4151-aa19-01b42a7f914f,Laptop,Electronics,1277.45,1,2024-12-26
e9bb15fc-0f08-4c35-bcf1-9f85250002f6,d3334019-3e34-4eea-acbe-f00d2a661a62,Coffee Maker,Home Appliances,357.21,1,2024-12-22
e401d4c5-69cf-493c-b483-5dcd129a5a46,281fc8ae-e45f-4feb-8459-f2cc53d8b696,Blender,Home Appliances,540.36,3,2024-12-16
278daa9a-41c1-402b-889e-84962f222c21,7535103f-926a-429e-bca5-32156dc4084b,Coffee Maker,Home Appliances,914.74,5,2025-01-09
c97ba985-7cfb-4578-8fec-2cc09fb81b5b,e8530742-5cae-4c6b-be46-ef5fe1015358,Smartphone,Electronics,492.49,4,2025-01-09
d1855aa1-9b58-4021-8748-f3a3c0fc4a25,9e161223-7ad1-4392-8473-35dfa2278b9c,Laptop,Electronics,1074.95,5,2024-12-31
fd730414-fa7e-4eb4-a7f1-164f76daafe6,1cfbfa91-2aba-46b5-8aef-3cb52ae46162,Headphones,Electronics,884.16,3,2024-12-22
d1a7ac3a-df01-4947-a81f-fc33703b2058,66616077-07a6-480f-8971-021ea9dd7bce,Office Chair,Furniture,1433.73,2,2024-12-20
e7b8ca84-6ceb-4815-9ad3-33adfad9b3ea,ef8e1794-3920-4c7f-a709-ae42248df999,Laptop,Electronics,1406.74,2,2024-12-18
8c1b980a-e06b-42e2-bb50-8d51624f2f9b,745527e9-8364-4912-8721-0101988a36f8,Coffee Maker,Home Appliances,1185.23,3,2024-12-22
7b573a5a-bdd4-4206-ad7f-0a0315235eb4,d69121c5-ed63-484f-9d71-7228c353c437,Sneakers,Footwear,644.52,2,2025-01-11
d8f6d54e-1d96-4797-a91b-b6489193f7c6,50c8bab7-1a8d-4c9b-83e5-8eef57df6f72,Blender,Home Appliances,663.34,5,2024-12-31
50a604d7-30f1-4a42-a80f-e6cfad09055f,b5b3ae39-f94b-420c-a816-29a97abf5415,Office Chair,Furniture,489.66,5,2024-12-17
77686f25-bfac-4497-a000-acba3be3aab7,8f419eba-68f8-4cf8-bb11-b3794e942705,Sneakers,Footwear,705.24,1,2024-12-27
0d7459cb-fddd-4b68-9fc1-7e736826a1b9,4dab83db-5828-4e72-b256-bdc52d6795b4,Sneakers,Footwear,1105.37,3,2024-12-17
b65348b6-76c9-4eeb-89d8-bd6dbceb48bc,a34ae2d6-17a8-4148-a4f9-bf1f5c80ee36,Headphones,Electronics,961.25,1,2024-12-18
9e5d44dd-b7d0-49c1-b199-a997b439c8e5,ddd062c9-7397-4997-b352-22a66f5f0704,Office Chair,Furniture,223.29,5,2024-12-31
f164b592-2499-4787-ba6a-0dbc3e78bee9,b29f1321-43bf-411c-a152-b2f63469fa72,Sneakers,Footwear,146.02,3,2024-12-24
f644c2a5-c272-4f0b-9328-8909b92d26ac,6e5d0c22-5c68-4022-97d5-db0e229a4e6d,Sneakers,Footwear,1484.87,1,2025-01-06
feddb002-bb0a-44f6-93a0-2db42333d73b,f6449908-f3f6-4d22-a9b5-9b8f921c4bb9,Laptop,Electronics,801.79,2,2025-01-09
bbadc7d3-dc1a-41a5-b181-ebdea09560c1,9654b283-cd5d-4f5c-9380-6eb8c48ddca3,Sneakers,Footwear,820.15,2,2025-01-10
da96b8b3-05c6-4791-8793-0680b2a6b1f7,008b503e-063d-48fd-98a9-4032dfdf56b4,Laptop,Electronics,950.45,2,2025-01-01
2c48331d-0458-45ec-baa5-b0aaf5e352b5,e9d4534a-9f02-49c7-a126-031ab422107e,Laptop,Electronics,790.63,1,2024-12-31
95a7b881-a79d-4a4e-a6ba-a0ad77124812,13c94890-321c-4710-9bc1-c324915222e3,Coffee Maker,Home Appliances,275.41,1,2024-12-22
a17f7df9-4615-4f59-89c2-e182c404b0c6,20fd250f-0b5b-444b-a096-429c9451a90b,Laptop,Electronics,1093.71,1,2025-01-05
4677134b-92be-4657-b7fc-4db0076d14d0,e5390487-ff8f-425c-99c8-57f61add00dd,Sneakers,Footwear,563.46,1,2024-12-22
1db2d3c0-dcd7-42fe-856d-fd558a1c5542,dd966336-b00c-45e8-86ba-5844d951b2c9,Coffee Maker,Home Appliances,559.32,2,2025-01-02
665f9247-d967-4e84-bb3e-c0056c49e6b5,c88072f1-4ba2-4e06-94c5-dd5852d708dc,Laptop,Electronics,1300.08,2,2024-12-16
4d7cbbe4-37c6-431f-a4cf-6d5cd3bea050,3ce9b2b4-9c1b-4312-8aef-dafbc1a5803f,Office Chair,Furniture,493.82,1,2025-01-05
e94d24e4-ded8-4119-bc7e-fe8bb06e2b96,deb44af2-1298-479c-9ac2-93709e364b39,Smartphone,Electronics,1390.93,4,2025-01-07
74348360-3f0e-4a56-a4c4-cb15541ab772,150d4cdf-bb82-439f-b627-1755366766ed,Smartphone,Electronics,851.91,3,2024-12-26
c5172759-ec07-4428-94f6-716896a84a59,7c7cbdcb-bda2-4b58-a9c7-48a692a2627c,Blender,Home Appliances,1191.99,2,2024-12-26
a2a709b0-5fb3-4676-bc1d-a88e7987b5e4,0fff35b7-329f-4acc-82ad-f4f307c7d7cc,Coffee Maker,Home Appliances,518.75,2,2024-12-30
fc34aa33-5178-4a85-b586-2528107e2dd3,9594ed4c-1a01-4143-b6d1-5f074b57e256,Sneakers,Footwear,686.74,3,2024-12-18
0f77b557-7baf-49cf-b4d4-6ccad7f61eec,f07ece6d-728f-4aa7-8e99-860c9bf9218f,Laptop,Electronics,528.66,1,2024-12-26
0d5f423d-c643-41c1-8e7f-83891411edd9,b9b16a1e-74a6-468a-bedd-69943859dbfa,Blender,Home Appliances,662.62,3,2025-01-01
b134a7e2-840e-4b8a-b077-b57e15bd4c31,c506b8d9-331c-4de0-b23b-878ee70525d2,Office Chair,Furniture,1262.41,4,2025-01-06
857e2cf1-8d7f-4111-9ce1-c922a5af4cbe,da57c3d2-c755-4b14-a0b8-89f0e9651eef,Blender,Home Appliances,181.64,5,2024-12-18
83d2078d-5153-4369-a201-e9ca47e1a91e,134dc73e-f810-4167-a738-4395d75df64a,Office Chair,Furniture,1385.68,4,2024-12-23
4996e701-59a9-45b1-bf76-bbe095895e86,49ee14e7-4b43-4dd0-a426-0e7009c07d22,Blender,Home Appliances,524.12,4,2024-12-26
b9d8774e-5e0c-47c1-b329-d2f08c8b7123,f9f1b28c-0403-44aa-8903-3b0ad77837ba,Smartphone,Electronics,113.57,4,2025-01-12
71017280-f9f2-4041-9ff6-c6aa8b4179cc,c88c3d5a-07ad-47fe-ad55-8d44aa7d8a12,Blender,Home Appliances,1109.88,4,2024-12-15
de05c17b-acb6-41c0-967b-12583f078b05,c51671fa-2236-4542-beec-c63aa30cbcc2,Coffee Maker,Home Appliances,990.08,4,2024-12-24
e124090f-c2cd-4bc5-957b-a1b9211b1f45,f07a38ae-8629-4e27-a294-34c4d3d35d41,Coffee Maker,Home Appliances,740.27,4,2025-01-11
491e9660-32c6-432d-9f89-4db78fc4649d,136efa44-d4fd-4e86-b341-b432c375670c,Coffee Maker,Home Appliances,979.72,2,2025-01-08
7cf09cda-df4c-4e34-94ea-cab9957a8c39,209c30b7-b8fd-47f6-b4ec-88bbcc66ac13,Sneakers,Footwear,538.41,4,2024-12-30
57c783ba-1453-45ff-abc0-4e86df2fea5d,ab4a9403-4403-4094-8db3-193c8e106633,Office Chair,Furniture,1269.71,5,2025-01-06
01115b34-5a7b-42e4-b6fb-20483942734c,a0abe4a7-eaa3-4ad7-b192-5c6422f2bf13,Laptop,Electronics,867.69,4,2024-12-24
8b09c68c-0913-4a92-a075-c19f027b5c0d,db3d1586-a894-4b9d-b668-cf03a9b2aed6,Laptop,Electronics,588.9,1,2024-12-30
637acaa1-0cd9-41da-abc8-6027c3f947f3,5f414e5b-7b65-4eab-9029-5348baf63eec,Office Chair,Furniture,931.95,5,2025-01-04
b3873661-d533-4829-a69e-75488fe41dc8,1f65420f-a920-47ed-ae20-63ede2cf7f10,Smartphone,Electronics,1134.84,2,2025-01-09
7f121adf-d280-41ee-bdf2-f283ccc07815,130a835e-e082-41b8-bef7-fc6930d6def9,Coffee Maker,Home Appliances,315.78,2,2024-12-28
b0ba65fc-87e9-4abb-9a93-c88cd7e9b169,3a0ed37f-d462-4337-8198-b9edbf50b09d,Sneakers,Footwear,96.67,1,2024-12-17
aea3a648-921d-4251-a950-25efa7e9179d,e039b722-81d8-48a2-917a-bd0611876dae,Headphones,Electronics,1215.61,2,2025-01-04
dba1e9c1-46ba-4bb8-8105-79c06fd2240a,d9e7f810-692b-41f2-96ba-f4a7b59204da,Office Chair,Furniture,196.85,2,2024-12-22
eb205764-fc65-4ee8-84a9-e20ed61bec9d,538cdc70-3886-47f5-8d1a-b1e984b5760b,Laptop,Electronics,809.05,2,2025-01-03
89f9c24c-0ac9-4d64-b755-b0e9141929b6,e87a3362-b46d-4bfc-a458-34a900659b3f,Laptop,Electronics,187.28,1,2024-12-27
4aa960d9-7952-47d5-a92a-00bf1310cc4a,0d8caac4-d660-4661-b91c-9ad3d1cbc218,Headphones,Electronics,1150.74,1,2025-01-10
1b97836b-ddf7-48b8-b3c1-48b7416ddb62,33b299b1-e153-4781-96b1-eb467827847f,Sneakers,Footwear,849.96,5,2025-01-11
2560fb27-2fbf-4fca-a592-5da966c2ddd5,7ae5d817-bf43-413e-abc3-eb19b88cfc9e,Sneakers,Footwear,683.76,5,2025-01-11
4b84116d-b881-4340-8dc0-e090959ca0a5,ef21d230-89b3-4761-b5d8-b51fb861831a,Office Chair,Furniture,962.09,2,2024-12-15
f6dc94e2-4374-4936-a939-dedb2b05e36f,66f92178-c408-4e46-84d1-1c44c3694318,Blender,Home Appliances,162.18,1,2024-12-27
017fa73d-10a0-43f2-907b-4ff955dc99b1,8252f22d-aaec-4e8e-a52f-8499b5aa6311,Blender,Home Appliances,96.06,4,2025-01-09
6d898c18-e98d-418f-9e3e-f2fd7a3f5ac8,ab9d4a40-7b25-40bf-a1a8-42fdb52b97bb,Blender,Home Appliances,472.04,2,2025-01-01
1d7c11aa-c5e7-40d1-bc28-29472a42134f,ebc1ee57-7b9e-4ee3-8838-af85368b9b46,Headphones,Electronics,331.56,1,2025-01-09
9daba93a-8d77-4899-ac56-feb106d82784,a1794212-b299-409e-8020-3c16f36f4ff9,Office Chair,Furniture,1420.95,4,2025-01-05
42db49ab-fc29-4010-972c-f10011936aa1,553ad00a-8b0a-4e26-b0d8-cf25383866ee,Blender,Home Appliances,340.55,5,2024-12-25
433e5665-9966-4b7c-b23a-6899b1299c19,a99d1cb3-b41a-499d-aef9-2e845d101b04,Smartphone,Electronics,40.35,4,2024-12-18
05647e52-aa8f-445c-b4d3-b903cd4086b4,cfb7c436-3737-42d3-8ed5-3661c303d77f,Laptop,Electronics,652.53,3,2025-01-06
7c5945fe-b864-48e6-83ac-92ce198a7dc6,db2050f0-e9e9-4209-bdb2-01f94463cd82,Coffee Maker,Home Appliances,448.26,1,2025-01-03
70b867b0-10ed-4bac-b1a3-3debca1a0249,7eed9031-a4d8-4de1-82b4-53da79641c1a,Laptop,Electronics,430.9,1,2025-01-07
a7ebc9ae-b106-467c-ad05-9e22c1288538,c4289068-85f5-4d24-9666-43a21832d0a3,Headphones,Electronics,1306.28,4,2024-12-30
f93fdde5-a8f4-4038-b1a4-1d7642438187,dfec6bdd-7826-4b4c-bd39-757f7291511d,Laptop,Electronics,1022.32,1,2025-01-02
6f79247b-effe-4555-b14e-9cf2584534ea,3dbfe85b-c697-40de-b141-60a7d3952683,Office Chair,Furniture,1407.23,5,2025-01-08
c7f200c2-0830-4766-90dc-106c58f914d4,373c5aad-a629-461c-b80a-404e375caa2c,Smartphone,Electronics,816.28,1,2024-12-28
45d3a714-4615-40e4-843d-6636c30b8095,e867b1c5-5cef-45cd-9e26-cbf1daff2cdc,Coffee Maker,Home Appliances,833.02,1,2024-12-16
f2d21637-10cd-4103-94bd-874a99b1b027,3854b9a7-4fe1-48ee-b4d4-5e178dccf891,Office Chair,Furniture,1497.9,2,2025-01-01
8f98cfb7-eb60-4f67-8785-074c5939032c,e459b33c-d3a1-4826-8c79-f1998bf62adf,Blender,Home Appliances,689.86,4,2024-12-31
112223e4-f2f0-4854-990a-3f32bd7d0511,3dba96c3-76e8-4d93-ab24-72f5a1d97758,Coffee Maker,Home Appliances,615.83,1,2025-01-01
e240d038-affe-43f4-ab9c-3395a3b6870f,d2057a4b-aff4-4dcb-ae55-9600c575f7ed,Coffee Maker,Home Appliances,1408.55,4,2025-01-03
c1069ccd-fc88-4ff6-ac36-f1219dc52dd4,6a8746fe-e3cb-4209-a56c-c935f2d6f3c1,Blender,Home Appliances,1468.6,4,2024-12-30
af0ae342-3275-4a16-9e6d-8a504fa5974a,576eaad6-681b-4645-babd-43bdefc6a18f,Office Chair,Furniture,47.87,5,2024-12-20
0e0b19e4-3f81-4714-8d2e-77b694e05cfe,afaddf0e-2f8a-4963-86ee-bbfcafc6553d,Headphones,Electronics,259.88,1,2024-12-28
7f8797c8-d41d-4bb4-a26f-61aee72847b5,d3ac3040-14f3-44d6-b501-e25b5cf1c07c,Blender,Home Appliances,1351.23,2,2025-01-11
3d6d254b-62dd-413a-942c-9ca667cb5f0a,1e143cd2-251a-4514-9eb0-b7ae261717f9,Smartphone,Electronics,851.19,5,2025-01-08
14785986-1138-4425-bc95-6786c4ab1dce,abbfa5aa-0467-4679-bf81-9ffd51c1d5b9,Sneakers,Footwear,1241.67,5,2024-12-18
69eff332-df0e-4c04-befb-f091ed4f63b3,325bd09a-18a1-4693-a7cf-a4b9f0add49a,Office Chair,Furniture,768.14,4,2024-12-30
47cc1a88-9ab8-4ebc-91d8-05b8786c161f,ac8adc43-bd40-4ab9-95db-99192b0ba21e,Blender,Home Appliances,71.39,4,2024-12-26
8776a941-2407-48e4-807b-a7f07eeb69e3,356a14f0-9873-4ec1-9993-0175b0f4faa7,Office Chair,Furniture,969.15,5,2024-12-25
0f09b316-4826-4d76-8142-d81b15a740cd,135d8bf8-c693-4488-a67d-8d1f1ad96f8d,Office Chair,Furniture,986.85,2,2025-01-11
d1144d9b-291b-44ef-bb95-44578c1da9d6,aca9e010-921e-47fc-98e4-61ed9cd79e88,Smartphone,Electronics,438.93,3,2025-01-11
ba19f517-3d82-405b-b52a-c10c74a7451c,51fde4e9-e25c-4c5d-8430-17f7b0b3b3de,Coffee Maker,Home Appliances,70.11,4,2025-01-12
70ac3aaf-b11e-414a-a0a1-19d4a019804e,959c1b05-3d33-46d7-8b2c-c29804aa6000,Headphones,Electronics,1461.99,2,2024-12-15
b96d83df-bfea-487d-a151-6a29fd3abed1,2dcbe8aa-cf32-4855-8f69-907fc80fbecf,Laptop,Electronics,978.28,3,2024-12-22
51cc5a0a-f0bd-4e32-8af0-c644d5a351f6,7e1e666a-0dcc-4a8f-9aea-25e70378f6f2,Laptop,Electronics,485.7,5,2024-12-16
7e586603-1b9c-4880-9eaf-cc58181bf81a,b7267f2d-8f81-4556-ac03-4033c4dbc97d,Headphones,Electronics,289.24,2,2024-12-21
87e60a03-4437-4f23-8214-8745e2915cb9,5d03f3e5-a259-4590-a146-4573d82830cb,Laptop,Electronics,872.47,5,2024-12-14
c355bc4c-73ce-41ec-a05a-f44e868f871d,afef7344-ebd8-4a3b-9af4-181dc4cf652c,Sneakers,Footwear,284.91,5,2024-12-27
25223c21-b17a-4d16-a3ca-89197581967a,21cb6a12-91bf-4411-95c1-a51ef16199d1,Smartphone,Electronics,950.92,3,2025-01-08
bf7af1d5-4796-4f47-b095-c92339f54e46,ed003e8b-b641-4d9d-bbca-6ff24acef3b7,Sneakers,Footwear,446.28,4,2025-01-06
4693b5ac-1dab-4169-ba39-259d8aa0b100,a9c969ad-4308-4929-988a-249e93c0863e,Sneakers,Footwear,1163.83,1,2025-01-07
d22d86b7-3f41-4e6f-816e-4e6930e7dd3e,143eda92-4bf9-4df4-a237-fc6535b65031,Coffee Maker,Home Appliances,140.8,5,2024-12-26
51a424bb-9606-44f3-9288-d06fc53e2885,733ea9d9-e2e0-4e64-b53a-9c8aca002b7b,Laptop,Electronics,119.9,1,2024-12-31
3332c7d6-ec56-4e33-849a-470a0e596886,76477515-63cf-4945-8c45-0c3124c3a4a9,Laptop,Electronics,1275.67,5,2025-01-02
7f78dbf3-65f5-477d-8464-a73c30ccd5fc,bff174bf-ff1f-4c50-ac46-3604ca2c9d63,Blender,Home Appliances,1335.55,5,2024-12-31
e7c37667-f86b-45fa-bfd2-7ab1adfefa78,7122e846-c385-43ea-9b1d-7f9a566c0885,Headphones,Electronics,1015.18,1,2024-12-20
40e286a6-686d-45f6-912f-438d84506e50,278aa725-05ef-40be-9dda-2fa48ce632b2,Headphones,Electronics,87.78,5,2025-01-09
e8ad6d16-606c-4e5e-97cb-8415c8ecba3b,a1573ed4-cb22-4cab-b6be-65bdcafe8af6,Headphones,Electronics,371.7,1,2025-01-02
dba018de-9758-4c3e-a9d7-766ec2345ff9,44c34eb5-70d4-4223-ae01-8e6fc3cd1a82,Sneakers,Footwear,303.31,1,2024-12-25
6af50891-c1db-450e-abe2-56acfc052eb7,6074b533-4a66-4c51-95a9-91c800a734c7,Coffee Maker,Home Appliances,1363.16,5,2024-12-23
0aa99a1c-fd87-4522-a0b7-6a2f945c0b72,845f3190-6880-4458-9126-975ee9b2a132,Laptop,Electronics,1418.04,2,2025-01-08
018da7f8-c71e-4f29-b3f2-5c0914492db0,60c076df-8f9b-4bf6-aead-3b9438411f08,Laptop,Electronics,275.38,4,2024-12-15
